ID,Name1,Name2,Name3,Street1,Street2,City,State,Zipcode,Country
9233,BEA Systems,,,,,Redwood Shores,CA,,
4629,BEA Systems,,,,,San Francisco,CA,,
1583,BEA Systems,,,,,San Jose,CA,,
1585,BEA Systems,,,,,San Jose,CA,,
8070,BEA Systems,,,,,,,,USA
6321,BEA Systems Inc,,,,,San Jose,CA,,USA
4236,BEA Systems. Inc.,,,,,San Francisco,CA,,
3,Bell Laboratories,,,,,,,,
6511,Bell Laboratories,,,600 Mountain Avenue,,Murray Hill,NJ,,
7861,Bell Laboratories,,,600 Mountain Avenue,,Murray Hill,NJ,7974,USA
5671,Bell Laboratories,Alcatel-Lucent,Lisle,,,,IL,,USA
22,Bell Laboratories,Lucent Technologies,,,,,,,
7913,Bell Laboratories,Lucent Technologies,,600 Mountain Ave.,,Murray Hill,NJ,7974,USA
7717,Bell Laboratories,Lucent Technologies,,600 Mountain Ave.,,,NJ,7974,USA
7320,Bell Laboratories,Lucent Technologies,,,,Murray Hill,NJ,,
8098,Bell Laboratories,Lucent Technologies,,,,,,,USA
6586,Bell Laboratories,,,,,Murray Hill,NJ,,
100,Bell Laboratories (India),,,,,,,,
455,Bell Labs,,,,,,,,
2246,Bell Labs,Alcatel-Lucent,,,,,,,
7007,Bell Labs,Lucent,,,,,,,
1,Bell Labs,Lucent Technologies,,,,,,,
7120,Bell Labs,Lucent Technologies Murray Hill,,,,Murray Hill,NJ,,
7999,Bell Labs,Lucent Technologies,,,,Murray Hill,New Jersey,,
8206,Bell Labs,Lucent Technologies,,,,Murray Hill,NJ,,
6487,Bell Labs,,,,,Murray Hill,NJ,,
4330,Bell Labs Research,,,,,,,,
5655,Bell Labs Research,,,,,Bangalore,,,India
5591,Bell Labs Research India,,,,,,,,India
6538,Bell Labs.,,,,,,,,
4052,Berufsakademie Stuttgart/IBM Germany,,,,,,,,
8106,Bilkent University,,,,,Ankara,,,Turkey
8108,Bilkent University,Bursa,,,,,,,Turkey
321,Biological Data Management and Technology Center,,,,,Berkeley,CA,,
4246,Boeing Phantom Works,,,,,,,,
257,Boston University,,,,,,,,
2331,Boston University,,,,,Boston,MA,,
5642,Boston University,,,,,Boston,MA,,USA
9373,Boston University,,,,,Boston,,,USA
9383,Boston University,,,,,Boston,,2215,USA
1009,Brandeis University,,,,,,,,
155,Brandeis University,,,,,Waltham,MA,,
5706,Brandeis University,,,,,Waltham,MA,,USA
9625,Brown U,,,,,,,,
736,Brown University,,,,,,,,
164,Brown University,,,,,Providence,RI,,
5999,Brown University,,,,,Providence,RI,,USA
4644,Brown University,,,,,Providence,RI.,,
7777,C&C Research Laboratories,NEC USA,,110 Rio Robles,M/S SJ100,San Jose,CA,95134,USA
6883,C&C Research Laboratories,NEC,Inc.,110 Rio Robles,,San Jose,CA,,
1098,C&C Research Laboratories - Silicon Valley,NEC USA,INC.,,,Cupertino,California,,
1244,C&C Research Laboratories - Silicon Valley,NEC USA,Inc.,Suite,,Cupertino,California,,
9063,C.M.U.,,,,,,,,
233,Carnegie Mellon University,,,,,,,,
9792,Carnegie Mellon University,,,5000 Forbes Ave.,,Pittsburgh,PA,15213,USA
9040,Carnegie Mellon University,Akamai Technologies,,,,,,,
9039,Carnegie Mellon University,EPFL,,,,,,,
9041,Carnegie Mellon University,Intel Research Pittsburgh,,,,,,,
4139,Carnegie Mellon University,,,,,Pittsburgh,,,
18,Carnegie Mellon University,,,,,Pittsburgh,PA,,
5598,Carnegie Mellon University,,,,,Pittsburgh,PA,,USA
896,Carnegie Mellon University,,,,,Pittsburgh,Pennsylvania,,
8064,Carnegie Mellon University,,,,,,,,USA
32,Case Western Reserve University,,,,,Cleveland,OH,,
9413,Cedric,CNAM,,,,Paris,,,France
7680,Cedric/CNAM Paris,,,,,,,,France
1651,Cedric-CNAM,,,,,,,,
2691,CEDRIC-CNAM Paris,,,,,,,,France
1416,Center for Adv. Compu. Studies,Univ. of Louisiana at Lafayette,,LA,,Lafayette,,,
8057,Center for Advanced Computer Studies,University of Illinois at Chicago,,,,,,,USA
9428,Center for Comprehensive Informatics,Emory University,,,,Atlanta,,30322,USA
883,Center for Research in Biological System,University of California,,,,San Diego,CA,,
2224,Centrum voor Wiskunde en Informatica,,,,,Amsterdam,,,the Netherlands
7082,Centrum voor Wiskunde en Informatica,,,Kruislaan 413,,Amsterdam,SJ,1098,The Netherlands
2408,Centrum voor Wiskunde en Informatica,SJ Amsterdam,,,,,,,The Netherlands
6118,Centrum Wiskunde en Informatica,,,,,Amsterdam,,,Netherlands
2095,CERIA Lab.,Université Paris Dauphine,,,,,,,France
8769,CERIAS and Department of Computer Science,Purdue University,,,,West Lafayette,,,USA
7156,CERN,,,,,,,,
1027,CES Dept.,UC Riverside,,,,,,,
9001,Chinese Academy of Sciences,,,,,,,,
2583,Chinese Academy of Sciences,,,,,Beijing,,,China
9641,Chinese Academy of Sciences,,,,,,,,China
3308,Chinese University of Hong Kong,,,,,,,,
8992,Chinese university of Hong Kong,,,,,,Hong Kong,,China
5280,Chinese University of Hong Kong,,,,,,Hong Kong,,
3223,Chinese University of Hong Kong,,,,,,Hong Kong,,New Territories
9136,Chinese University of Hong Kong,,,,,Sha Tin,Hong Kong,,New Territories
3905,Chutney Technologies,,,,,,,,
8037,Chutney Technologies,,,,,Atlanta,GA,,
6972,Chutney Technologies,Inc.,,,,Atlanta,GA,,
7795,CIMIC and MSIS Department,Rutgers University,,180 University Avenue,,Newark,NJ,7102,USA
1348,CIS Department,Polytechnic University,,,,Brooklyn,NY,,
763,CISE Department,University of Florida,,,,Gainesville,FL,,
4814,City University of Hong Kong,,,,,,,,
75,City University of Hong Kong,,,,,,Hong Kong,,
7890,City University of Hong Kong,,,,,,Hong Kong,,China
9292,City University of Hong Kong,,,,,Kowloon,Hong Kong,,
9284,Clausthal University of Technology,,,,,Clausthal-Zellerfeld,,,Germany
3487,Clustra,,,,,Trondheim,,,Norway
3862,Clustra AS,,,,,,,,
3406,CMU,,,,,,,,
3561,CNAM,,,,,,,,
2872,CNAM,,,,,,,,France
3763,CNAM Paris,,,,,,,,
7938,College of Business Administration,University of Cincinnati,,,,,,,
691,College of Computer and Information Science,Northeastern University,,,,Boston,MA,,
8176,College of Computer and Information Science,Northeastern University,,,,,,,USA
6634,College of Computing,Georgia Institute of Technology,,,,,,,
7960,College of Computing,Georgia Institute of Technology,,801 Atlantic Drive,,Atlanta,GA,30332-0280,USA
8587,College of Computing,Georgia Institute of Technology,,,,Atlanta,,,USA
1211,College of Engineering,School of Computer Engineering,Nanyang Technological University,,,,,,Singapore
7880,College of Information Science and Technology,Drexel University,,3141 Chestnut Street,PA 19104-2875,Philadelphia,,,USA
1161,College of Information Science and Technology,Drexel University,,,,Philadelphia,Pennsylvania,,
8545,College of Information Science and Technology,Drexel University,,,,Philadelphia,,19104,USA
861,College of Information Sciences and Technology,The Pennsylvania State University,University Park,,,,PA,,
865,College of Information Sciences and Technology,The Pennsylvania State University,,,,University Park,PA,,
12,Columbia University,,,,,,,,
9237,Columbia University,,,,,,New York,,
8004,Columbia University,,,,,,New York,,
479,Columbia University,,,,,,NY,,
6026,Columbia University,,,,,,NY,,USA
2935,Columbia University,,,,,NYC,NY,,
968,Comp. Eng. Dept,Bilkent University,,,,Ankara,,,Turkey
1503,Comp. Sci. Div,Dept EECS,UC Berkeley,,,Berkeley,CA,,
3497,Compaq,,,,,,Il,,USA
6483,Compaq SRC,,,,,Palo Alto,CA,,
7580,Compaq Systems Research Center,,,,,,,,
6752,Computer & Information Science Department,University of Pennsylvania,,200 South 33rd Street,,Philadelphia,PA,,
8795,Computer and Information Science and Engineering,University of Florida,,,,Gainesville,,32611,USA
9267,Computer and Information Science and Engineering Department,University of Florida,,,,Gainesville,,32611,USA
7881,Computer Engineering and Informatics,University of Patras,,,,,,,Greece
1925,Computer Laboratory,University of Cambridge,,,,,,,
1812,Computer Science,Department Hong Kong Univ. of Science and Technology,,,,,Hong Kong,,
1126,Computer Science & Engineering,Indian Institute of Technology,,,,Mumbai,,,India
2075,Computer Science & Engineering Department,University of California,,Riverside,,Riverside,CA,,
2176,Computer Science and Artificial Intelligence Lab.,Massachusetts Institute of Technology,,,,,,,
6477,Computer Science and Engg.,Tndian Institiue of Technology,,,,Mumbai,,400076,INDIA
1292,Computer Science and Engg. Dept.,I.I.T.,,,,Bombay,,,
8868,Computer Science and Engineering,Arizona State University,,,,Tempe,,,USA
7744,Computer Science and Engineering Department,Arizona State University,,AZ 85287-5406,USA,Tempe,,,
8823,Computer Science and Engineering Department,State University of New York at Buffalo,,,,Amherst,,14260,USA
7892,Computer Science and Engineering Department,University of California,,,,Riverside,CA,,
8338,Computer Science Department,Boston University,,,,,,,USA
1824,Computer Science Department,Brown University,,,,,,,
943,Computer Science Department,Carnegie Mellon University,,,,Pittsburgh,,,
1462,Computer Science Department,Carnegie Mellon University,,,,Pittsburgh,PA,,
8062,Computer Science Department,Carnegie Mellon University,,,,,,,USA
1451,Computer Science Department,Center for Automation Research and Institute for Advanced Computer Studies,University of Maryland at College Park,,,,,,
7805,Computer Science Department,Center for Automation Research,and Institute for Advanced Computer Studies,University of Maryland,,College Park,MD,20742,USA
6957,Computer Science Department,Columbia University,,,,,,,
7942,Computer Science Department,Duke University,,,,,,,USA
1810,Computer Science Department,Hong Kong Univ. of Science and Technology,,,,,Hong Kong,,
8588,Computer Science Department,Illinois Institute of Technology,,,,Chicago,,,USA
842,Computer Science Department,Indiana University,,,,Bloomington,,,
6709,Computer Science Department,Stanford University,,,,,,,
7883,Computer Science Department,Stanford University,,,,Stanford,CA,94305,USA
630,Computer Science Department,Stanford University,,,,Stanford,CA,,
7857,Computer Science Department,Stanford University,,,,Stanford,CA,94305,USA
9300,Computer Science Department,Stanford University,,,,Stanford,,94305,USA
7943,Computer Science Department,Stanford University,,,,,,,USA
6866,Computer Science Department,TECHNION - Israel Institute of Technology,,Haifa,,Technion City,,32000,Israel
8766,Computer Science Department,Technion--Israel Institute of Technology,,,,Haifa,,,Israel
7815,Computer Science Department,Tel Aviv University,Ramat Aviv,,,Tel Aviv,,69978,Israel
8125,Computer Science Department,University of Arizona,,,,,,,USA
8514,Computer Science Department,University of California at Santa Barbara,,,,,,,USA
1964,Computer Science Department,University of California,,,,Berkeley,CA,,
8888,Computer Science Department,University of California,,Los Angeles,,Los Angeles,,90095,USA
7715,Computer Science Department,University of California,,California 92521,USA,Riverside,,,
8337,Computer Science Department,University of California,,,,,,,USA
7856,Computer Science Department,University of Illinois at Urbana-Champaign,,,,Urbana,IL,61801,USA
9260,Computer Science Department,University of Illinois,,,,Chicago,,60607,USA
6924,Computer Science Department,University of Maryland,College Park,,,,Maryland,,
2043,Computer Science Department,University of Maryland,College Park,,,,MD,,
9489,Computer Science Department,University of Maryland,College Park,,,,,20742,USA
6521,Computer Science Department,University of Sao Paulo at Sao Carlos,,,,,,,Brazil
723,Computer Science Department,University of Southern California,,,,Los Angeles,CA,,
8756,Computer Science Department,University of Southern California,,,,Los Angeles,,90089-0781,USA
8160,Computer Science Department,University of Southern California,,,,,,,USA
1314,Computer Science Department,University of Stuttgart,,,,Stuttgart,,,Germany
7872,Computer Science Department,University of Twente,,P.O. Box 217,,Enschede,,7500,The Netherlands
8674,Computer Science Department,Virginia Tech,Blacksburg,,,,,24060,USA
6519,Computer Science Department Carnegie Mellon University,,,,,,,,
1673,Computer Science Dept,UCLA,,,,,,,
6754,Computer Science Dept.,Columbia University,,,,,,,
6863,Computer Science Dept.,Stanford University,,,,Stanford,CA,,
705,Computer Science Dept.,SUNY at Binghamton,,,,,,,
1836,Computer Science Dept.,UCLA,,,,Los Angeles,CA,,
703,Computer Science Dept.,Univ. of Illinois at Chicago,,,,,,,
6825,Computer Science Division,National Technical University of Athens,,,,Athens,,157 73,Greece
7279,Computer Science Division,UC Berkeley,,,,,,,
7466,Computer Science Division,UC Berkeley,,,,Berkeley,CA,,
6583,Computer Science Program,School of EECS,University of Central Florida,Orlando,,,FL,,
1858,Computer Science UC,La Jolla,,,,San Diego,CA,,
1908,Computer Sciences,Purdue University,,,,,,,
1546,Computer Sciences Department,University of Wisconsin - Madison,,,,Madison,WI,,
6570,Computer Sciences Department,University of Wisconsin-Madison,,,,,,,
8684,Computer Sciences Department,University of Wisconsin-Madison,,,,Madison,,53706,USA
616,Computer Sciences Department,University of Wisconsin,,,,Madison,WI,,
851,Computer Sciences Department - ICMC/USP,,,,,São Carlos,SP,,Brazil
6506,Computer Sciences Dept.,University of Wisconsin,,,,,,,
6524,Computer Technology,Institute,,P.O.Box 1122,,Patras,,26110,Greece
3894,Computer Technology Institute,,,,,Patras,,,Greece
783,Computing Science,University of Aberdeen,Aberdeen,,,,,,UK
4923,Cornell Theory Center,,,,,Ithaca,NY,,
1105,Cornell University,,,,,,,,
4445,Cornell University,,,,,Ithaca,New York,,
2513,Cornell University,,,,,Ithaca,NY,,
5905,Cornell University,,,,,Ithaca,NY,,USA
6386,Cornell University,,,,,Ithaca,,,USA
9251,Cornell University,,,,,Ithaca,,14853,USA
9139,Cornell University Ithaca,,,,,,NY,,
7557,Courant Institute,New York University,,,,,,,
8226,Courant Institute,,,,,,NY,,
6680,Courant Institute,,,,,,NY,,
1053,Courant Institute of Mathematical Sciences,Department of Computer Science,New York University,,,,,,
6772,Courant Institute of Mathematical Sciences,New York University,,,,,,,
6654,Courant Institute of Mathematical Sciences,University,,New York,New York,,NY,,
1026,CS Dept.,UCLA,,,,,,,
789,CS Storage Systems Dept.,IBM Almaden Research Center,,,,,,,
2131,CSE,University of New South Wales,,,,Sydney,,,Australia
8251,CSIRO ICT Center/E-Health Research Center,,,,,,,,Australia
366,CSIRO ICT Centre,,,,,North Ryde,NSW,,Australia
3603,CTI Patras,,,,,,,,Greece
6637,CTO,QUIQ,UW-Madison,,,,,,
3570,CWI,,,,,,,,
5206,CWI,,,,,Amsterdam,,,Netherlands
1002,CWI,,,,,Amsterdam,,,The Netherlands
8614,CWI,,,,,Amsterdam,SJ,1098,The Netherlands
7762,CWI,,,Kruislaan 413,,Amsterdam,SJ,1098,The Netherlands
1223,CWI,GB Amsterdam,,,,Kruislaan,,,The Netherlands
1221,CWI,GB,,Kruislaan,,Amsterdam,,,The Netherlands
6605,CWI,One Microsoft Way,1090 GB Amsterdam & Microsoft Corporation,P.O. Box 94079,,Redmond,WA,,
1885,CWI,SJ Amsterdam,,,,,,,The Netherlands
466,CWI Amsterdam,,,,,,,,The Netherlands
1353,D.E.I.S. - Università della Calabria,,,,,Rende,,,Italy
6664,D.I.A.,Università di Roma Tre,,,,,,,
6667,D.I.F.A.,Università della Basilicata,,,,,,,
3571,Data Distilleries,,,,,,,,The Netherlands
7763,Data Distilleries B.V.,,,1098 SM Amsterdam,Kruislaan 402,,,,The Netherlands
6523,Data Eng.Lab,Dept.of Informatic,Aristotic University,of Thessaloniki,GR-54006 Greece,,,,
6574,Data Management,IBM T. J. Watson Research Center,,P. O.Box 704,,Yorktown Heights,NY,,
6718,Data Management Department,IBM T. J. Watson Research Center,,P. O. Box 704,,Yorktown Heights,NY,,
347,Data Mining Technologies,Oracle,,,,,,,
979,Database and Artificial Intelligence Group,Technische Universität,,Wien,,Vienna,,,Austria
1640,Database Research Group,Swiss Federal Institute of Technology (ETH),,,,Zurich,,,Switzerland
9756,Database Security Oracle Corp.,,,,,Redwood City,CA,,
7021,Database Systems Lab,Indian Institute of Science,,,,Bangalore,,,India
6476,Database Systems Lab,SERC,Indian Institue of science,,,Bangalore,,560012,INDIA
1306,Database Systems Lab,SERC,Indian Institute of Science,,,Bangalore,,,India
2142,Database Systems Lab,SERC/CSA,Indian Institute of Science,,,Bangalore,,,India
1127,Database Systems Lab.,SERC,Indian Institute of Science,,,Bangalore,,,India
7827,Database Systems R& D Center,University of Florida,,,,Gainesville,FL,32611––6125,
1284,Databases and Distributed Systems Group,Department of Computer Science,Darmstadt University of Technology,,,Darmstadt,,,Germany
8748,David R. Cheriton School of Computer Science,University of Waterloo,,,,Waterloo,,,Canada
597,David R. Cheriton School of Computer Science,University of Waterloo,,,,Waterloo,Ontario,,Canada
4258,DEI,Politecnico di Milano,,,,,,,Italy
9244,DEIS,Università della Calabria,,,,Rende,CS,,Italy
1625,Deis UNICAL,,,,,,,,
7657,DEIS---CSITE--CNR,University of Bologna,,,,Bologna,,,Italy
9366,Department of Anthropology,UCR,,,,Riverside,,,USA
758,Department of Anthropology,University of California - Riverside,,,,Riverside,CA,,
8237,Department of Biology,Indiana University,,,,,,,USA
8694,Department of COFM,National University of Singapore,,,,Singapore,,,Singapore
2161,Department of Computer,Science,Worcester Polytechnic Institute,,,Worcester,MA,,
8136,Department of Computer and Information Science,University of Pennsylvania,,Moore School Building,,,,,USA
1480,Department of Computer and Information Science,The University of Michigan - Dearborn,,,,Dearborn,MI,,
8019,Department of Computer and Information Science,The University of Michigan - Dearborn,,,,Dearborn,MI,48128,USA
8677,Department of Computer and Information Science,University of Michigan,,,,Dearborn,,48128,USA
8831,Department of Computer and Information Sciences,University of Pennsylvania,,,,Philadelphia,,19104,USA
1550,Department of Computer and Information Sciences and Engineering,University of Florida,,,,Gainesville,FL,,
8586,Department of Computer and Information Sciences and Engineering,University of Florida,Gainsville,,,,,,USA
7993,Department of Computer Engineering,Bilkent University,6800,Bilkent,,Ankara,,,Turkey
2188,Department of Computer Engineering,Bilkent University,,,,Ankara,,,Turkey
8544,Department of Computer Engineering,Kyungpook National University,,South Korea 702-701,,Daegu,,,
8155,Department of Computer Engineering,Middle East Technical University,,,,,,,Turkey
8381,Department of Computer Engineering & Maths,Rovira i Virgili University of Tarragona,,,,,Catalonia,,
7935,Department of Computer Engineering and Information Technology,City University of Hong Kong,,Tat Chee Avenue,Hong Kong,Kowloon,,,China
7786,Department of Computer Science,Aalborg University,,,,Aalborg Øst,,9220,Denmark
1595,Department of Computer Science,Aalborg University,,,,Aalborg Ø,,,Denmark
9360,Department of Computer Science,Aalborg University,,,,Aalborg,,,Denmark
1476,Department of Computer Science,Aalborg University,,,,,,,Denmark
7980,Department of Computer Science,Aalborg University,Fredrik Bajers Vej 7E,,,Aalborg Øst,,9220,Denmark
8171,Department of Computer Science,Boston University,,,,Boston,MA,2215,USA
8151,Department of Computer Science,Boston University,,,,,,,USA
1539,Department of Computer Science,Brandeis University,,,,,,,
7916,Department of Computer Science,Brandeis University,,,,Waltham,MA,2254,USA
8087,Department of Computer Science,Brandeis University,,,,,,,USA
1533,Department of Computer Science,Brandeis University,,,,Waltham,MA,,
728,Department of Computer Science,Brown University,,,,,,,
7917,Department of Computer Science,Brown University,,,,Providence,RI,2912,USA
8085,Department of Computer Science,Brown University,,,,,,,USA
8575,Department of Computer Science,Carnegie Mellon University,,,,Pittsburgh,,,USA
8502,Department of Computer Science,Center for Automation Research Institute for Advanced Computer Studies,University of Maryland,,,,,,USA
6967,Department of Computer Science,City University of Hong Kong,,83 Tat Chee Avenue,Hong Kong,Kowloon,,,
1522,Department of Computer Science,City University of Hong Kong,,,,,Hong Kong,,
762,Department of Computer Science,City University of Hong Kong,Kowloon Tong,,,,Hong Kong SAR,,China
1274,Department of Computer Science,City University of Hong Kong,,,,Kowloon,Hong Kong,,
1750,Department of Computer Science,Cornell University,,,,,,,
1103,Department of Computer Science,Darmstadt University of Technology,,,,,,,
8571,Department of Computer Science,Drop and Statistics,University of São Paulo at São Carlos,São Carlos,,,,,Brazil
510,Department of Computer Science,Duke University,,,,,,,
1067,Department of Computer Science,Duke University,,,,Durham,NC,,
8510,Department of Computer Science,Fudan University,,,,,,,China
9332,Department of Computer Science,Global Scientific Information and Computing Center,Tokyo Institute of Technology,Japan 152-8552,,Tokyo,,,
9306,Department of Computer Science,Harbin Institute of Technology,,,,Harbin,,,China
1915,Department of Computer Science,Hong Kong University of Science and Technology,,,,,,,
1034,Department of Computer Science,Hong Kong University of Science and Technology,,Hong Kong,,,Clear Water Bay,,
7811,Department of Computer Science,Hong Kong University of Science and Technology,,China,,Kowloon,Clear Water Bay,,
1525,Department of Computer Science,Hong Kong University of Science and Technology,,Hong Kong,,,Clearwater Bay,,
516,Department of Computer Science,Hong Kong University of Science and Technology,,,,,Hong Kong,,
8683,Department of Computer Science,Hong Kong University of Science and Technology,,,,Kowloon,Hong Kong,,China
7745,Department of Computer Science,Institute for Advanced Computer Studies & Institute for Systems Research,,University of Maryland,,College Park,MD,20742,USA
8890,Department of Computer Science,Korea Advanced Institute of Science and Technology (KAIST),,,,Daejeon,,,South Korea
8012,Department of Computer Science,Monmouth University,,West Long Branch,,,NJ,7764,USA
9345,Department of Computer Science,National Chengchi University,,ROC,,Taipei,,,Taiwan
8802,Department of Computer Science,National Chiao Tung University,,ROC,,Hsinchu,,,Taiwan
9343,Department of Computer Science,National Tsing Hua University,,ROC,,Hsinchu,,,Taiwan
1914,Department of Computer Science,National University of Singapore,,,,,,,
8013,Department of Computer Science,National University of Singapore,3 Science Drive 2,117543,,,,,Singapore
6723,Department of Computer Science,National University of Singapore,3 Science Drive 2,,,,,,Singapore
7768,Department of Computer Science,National University of Singapore,3 Science Drive 2,Singapore 117543,,,,,
8330,Department of Computer Science,National University of Singapore,,,,,,,Singapore
6918,Department of Computer Science,National University of Singapore,,,,,,117543,Singapore
9307,Department of Computer Science,National University of Singapore,,,,Singapore,,,Singapore
6532,Department of Computer Science,National University of singapore,,,,,,,SINGAPORE
8379,Department of Computer Science,Purdue University,,,,,,,USA
727,Department of Computer Science,Purdue University,,,,West Lafayette,IN,,
8800,Department of Computer Science,Purdue University,,,,West Lafayette,,47907,USA
7888,Department of Computer Science,Southwest Texas State University,,,,San Marcos,TX,78666,USA
8078,Department of Computer Science,Stanford University,,,,,,,USA
6565,Department of Computer Science,,,,,Stanford,CA,,
773,Department of Computer Science,State University of New York at Stony Brook,,,,Stony Brook,NY,,
8055,Department of Computer Science,SUNY at Binghamton,,,,,,,USA
1115,Department of Computer Science,Swiss Federal Institute of Technology (ETHZ),ETH Zentrum,,,Zürich,,,Switzerland
1055,Department of Computer Science,The Technion,,,,Haifa,,,Israel
9330,Department of Computer Science,Tokyo Institute of Technology,,Japan 152-8552,,Tokyo,,,
6775,Department of Computer Science,University of Arizona,,,,,AZ,,
1483,Department of Computer Science,University of Arizona,,,,Tucson,AZ,,
1734,Department of Computer Science,University of British Columbia,,,,,,,
6496,Department of Computer Science,University of British Columbia,,BC V6T 1Z4 Canada,,Vancouver,,,
538,Department of Computer Science,University of British Columbia,,,,Vancouver,,,Canada
8695,Department of Computer Science,University of Calgary,,,,Calgary,,,Canada
8154,Department of Computer Science,University of Calgary,,,,,,,Canada
8356,Department of Computer Science,University of California at Davis,,,,,,,USA
677,Department of Computer Science,University of California Santa Barbara,,,,Santa Barbara,CA,,
855,Department of Computer Science,University of California Santa Cruz,,,,Santa Cruz,CA,,
7714,Department of Computer Science,University of California,zaniolo&rcub;@cs.ucla.edu,California 90095,USA,Los Angeles,,,
